relpath,topic_dir,sha256,is_duplicate,pages,chars,extract_status,modality,is_nanocluster,mechanisms,is_cu,is_cyclodextrin
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/recent-progress-in-nanomedicine-for-the-diagnosis-and-treatment-of-alzheimer-s-diseases.pdf,2 阿尔兹海默症的治疗,2e0146c09976988a40c85ffc03a52d21f30c82f7b7a7f5ded2d8cb43c0d561be,0,,182998,cached,nanomaterial,0,amyloid;tau;neuroinflammation;autophagy;antioxidant,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/s41467-023-41489-y.pdf,2 阿尔兹海默症的治疗,62104123bff6c3cf1bcd1a9915fab832f3e43b88ee97420c53b61a29e2586d47,1,,89624,duplicate,nanomaterial,0,amyloid;tau;autophagy,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/Small - 2017 - Xiong - Design of a Molecular Hybrid of Dual Peptide Inhibitors Coupled on AuNPs for Enhanced Inhibition of.pdf,2 阿尔兹海默症的治疗,05482f5ccf09bbff76c043401a643c6c572785ec5b07bd005c8cf74f05f75b99,1,,81654,duplicate,nanomaterial,1,amyloid,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/yin-et-al-2024-rational-design-of-dual-functionalized-gd-c82-nanoparticles-to-relieve-neuronal-cytotoxicity-in.pdf,2 阿尔兹海默症的治疗,747bdb1b9b2a2b584c8251f06d4d52a694834f3f0bdc5fb36f32b369f1d27e9f,1,,89986,duplicate,nanomaterial,0,amyloid;tau;autophagy,0,0
2 阿尔兹海默症的治疗/治疗剂 √/纳米制剂/手性Au重塑肠道菌群治疗AD Nat Agin g.pdf,2 阿尔兹海默症的治疗,997cbe41463ac3b7eddeee0d217288898056a78b261e0ace08bd9a210e3d5f6d,1,,94410,duplicate,nanomaterial,0,gut_microbiome;amyloid;tau;neuroinflammation,0,0
3 肠道菌群/1-s2.0-S0753332221011276-main.pdf,3 肠道菌群,f992cf32170ace7b7902d9d67047f6f6bb95d353e97e304997c1ef2d3e638870,0,,97854,cached,biologic,0,gut_microbiome;amyloid;tau;antioxidant,0,0
3 肠道菌群/1-s2.0-S2095927324007710-main.pdf,3 肠道菌群,40b5a90a4c40b131df9cec9a2d24391993c305aa5d1168664f6f367eb7703c6f,0,,51395,cached,nanomaterial,0,gut_microbiome,0,0
3 肠道菌群/1020.full.pdf,3 肠道菌群,854bbbaac3143168f1d0f2a6845dc98d36074e3a2ca3f8b3684a33506bc00eba,0,,99562,cached,biologic,0,gut_microbiome,0,0
3 肠道菌群/Effects of intestinal flora on pharmacokinetics and pharmacodynamics of drugs.pdf,3 肠道菌群,95a4d9f9232537cddf53a454b604e0f4e7aa8ccfd82058b7d1155bc2a2089e67,0,,63316,cached,small_molecule,0,gut_microbiome,0,0
3 肠道菌群/s00018-018-2943-4.pdf,3 肠道菌群,8b56779f8a03f9cef1ebcf7fee40bd2d90cf173f16e682f622a22566bda25bca,0,,122658,cached,unknown,0,gut_microbiome,0,0
3 肠道菌群/s41579-018-0036-x.pdf,3 肠道菌群,3896efe417ae0a0a6d661fa559bc21a551249c81ad6ecdd85673f2f0b984b0e7,0,,101473,cached,biologic,0,gut_microbiome,0,0
3 肠道菌群/s41586-025-08990-4.pdf,3 肠道菌群,1cf5ce046c85ccc986b33cde3e56f4074eb550eca00b9ec85f36ac8c3347c23e,0,,130199,cached,biologic,0,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0003267020300337-main.pdf,4 纳米材料的纳米医学应用,5df654015da14570e73cc6d27960441b5a3b51b837cd3b787b29bb2b3d9cd8bb,0,,42078,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0003267024013667-main.pdf,4 纳米材料的纳米医学应用,a8048c5d43faffe1b8bca90632b17a044284190630d47014a9a9866a0817c560,0,,49902,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0010854520307931-main.pdf,4 纳米材料的纳米医学应用,729b279dfa82009d06fb8189be37e2b9bd0d4770f6e02c8671864624ad1ea050,0,,159871,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0010854525001146-main.pdf,4 纳米材料的纳米医学应用,dd3b7b609e993389f930fb97f2031b1d5377200af7ef26edc93ef49592c1a3d0,0,,121866,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0010854525002036-main.pdf,4 纳米材料的纳米医学应用,331779b755f03ac6065d925dcd07434900ea0c1e2a84f250f23a2b14d7ed4d9a,0,,248100,cached,nanomaterial,1,other,1,0
4 纳米材料的纳米医学应用/1-s2.0-S0014305719307803-main.pdf,4 纳米材料的纳米医学应用,d731d4e9d96009ce3d50f350427b4b82d0f6782941ceb5eda77e12524e216597,0,,70944,cached,unknown,0,antioxidant,0,1
4 纳米材料的纳米医学应用/1-s2.0-S0043135417302828-mainext.pdf,4 纳米材料的纳米医学应用,05455bc55898902ffb09963fe048a007878e1a39dc23ac0fcf004f90e1be891f,0,,56963,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S014296121200292X-main.pdf,4 纳米材料的纳米医学应用,22fe4b6a838e5724945ce13874c54bb7bf5611ee599287ffc764306c20bb4024,0,,41633,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0144861722007858-main.pdf,4 纳米材料的纳米医学应用,868e22553cf9badc5b3d9d231752674395fbccc396fc25cb21cf4d82dca4803d,0,,85590,cached,nanomaterial,0,other,0,1
4 纳米材料的纳米医学应用/1-s2.0-S0169409X21001940-main.pdf,4 纳米材料的纳米医学应用,00392a024757d7f8165eef12c6300c5f9066917238998c814a7dcf13d9f71d17,0,,183891,cached,nanomaterial,0,antioxidant,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0308814620317258-main.pdf,4 纳米材料的纳米医学应用,e66224e3396246375378434ac51745238ab5f79323168bfdf300ae895352085e,0,,26746,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S0925400516307523-main.pdf,4 纳米材料的纳米医学应用,950c5d10f43ac09a58e66f2aea199cc98fa714647ceae4a626815c37a1c9a418,0,,42180,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/1-s2.0-S0927775721008542-main.pdf,4 纳米材料的纳米医学应用,a40664d1ab8a76857a64dfc7ed7456f537154aba45dc260a7686c0c900810cf5,0,,43458,cached,nanomaterial,1,antioxidant,0,0
4 纳米材料的纳米医学应用/1-s2.0-S1369702120303825-main.pdf,4 纳米材料的纳米医学应用,c0b04652f10497e8fa48caa81bd9c5664a8c2c5527bd6427fd4f92e1ae390d00,0,,176749,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/1-s2.0-S1385894723015486-main.pdf,4 纳米材料的纳米医学应用,daf962383aa095b264b26abb336cbcd5b365df707a6fe44f3b34cce8b39da98e,0,,96689,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/1-s2.0-S1385894723071930-main.pdf,4 纳米材料的纳米医学应用,f0046d918015025fd3cd43cc5cc6353d83bbab54f93792d619b25064c2671c41,0,,63452,cached,biologic,0,other,0,1
4 纳米材料的纳米医学应用/1-s2.0-S138589472405215X-main.pdf,4 纳米材料的纳米医学应用,86a7feb7d219b7b57a3560642dd5a3ec392efa11277d3ef6cbe3cd7d2289c47f,0,,53366,cached,nanomaterial,1,neuroinflammation;antioxidant,0,0
4 纳米材料的纳米医学应用/1-s2.0-S1748013211000703-main.pdf,4 纳米材料的纳米医学应用,47698140baa4ee453bb958c030a45ab052d9fd3726706c51573476c27b8e2685,0,,79056,cached,nanomaterial,1,other,1,1
4 纳米材料的纳米医学应用/1-s2.0-S174801322100147X-main.pdf,4 纳米材料的纳米医学应用,140a38f8a18cb037ed8c333651a0ed8fb6bb505275a554b15bc929069e311a54,0,,44256,cached,nanomaterial,1,autophagy;antioxidant,0,0
4 纳米材料的纳米医学应用/1-s2.0-S1748013225001148-main.pdf,4 纳米材料的纳米医学应用,f3b52b6411e54cb9d9f5581100ff47cf98159a74d0c3cf561cdc071b82e4254e,0,,80177,cached,nanomaterial,0,gut_microbiome,0,0
4 纳米材料的纳米医学应用/1-s2.0-S1748013226000125-main.pdf,4 纳米材料的纳米医学应用,a1bd61514a48775b5c92f0b06a852e9df0516461f389a01b2727b2f836c67c67,0,,110533,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/Adv Funct Materials - 2023 - López‐Domene - An Emerging Nanozyme Class for   la carte Enzymatic‐Like Activities based on.pdf,4 纳米材料的纳米医学应用,b21d03ad0c2947c376c3f942ad343f504eb4de9ea7e454043ab53d28b4ee7141,0,,62270,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/Adv Funct Materials - 2025 - Zhu - Metal Nanoclusters for Cancer Imaging and Treatment.pdf,4 纳米材料的纳米医学应用,a1098118aa390fed7cc7478340f51b56fd278b1d610c94c9655ec0d80337d3fa,0,,155873,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/Adv Funct Materials - 2026 - Jiang - Ternary Synergy in an Atomically Precise Alloy Nanocluster  Precision Engineering of a (1).pdf,4 纳米材料的纳米医学应用,640be5eb1414f44eef7b9f9e1141603da07ce5370e1aa64cf41d8726370c156a,0,,85599,cached,nanomaterial,1,antioxidant,0,0
4 纳米材料的纳米医学应用/Adv Healthcare Materials - 2024 - Li - Advancements in NADH Oxidase Nanozymes  Bridging Nanotechnology and Biomedical.pdf,4 纳米材料的纳米医学应用,beb83c1fccf811604da4f559bd9b801f0cf34809aebf60dcf3efeb72fd417954,0,,96796,cached,nanomaterial,0,antioxidant,0,0
4 纳米材料的纳米医学应用/Advanced Materials - 2019 - Liu - Atomic‐Precision Gold Clusters for NIR‐II Imaging.pdf,4 纳米材料的纳米医学应用,1e072aec0b66b2a65596d5e718f3898c964c42000ff4635bfacfc85ce1ddd787,0,,43756,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/Advanced Materials - 2023 - Shi - Multiscale Bioresponses of Metal Nanoclusters.pdf,4 纳米材料的纳米医学应用,7836c8eca7c2a74134b5c061171b7929cbcfd64ee2f203495c808910c1dfbcde,0,,165796,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/Advanced Materials - 2024 - Ning - Gold Nanoparticle Transport in the Injured Kidneys with Elevated Renal Function.pdf,4 纳米材料的纳米医学应用,7acf48d261c38a2680894e106cb8fe6d5ca6b9e67aacd220418cf9c6d5f8ebbb,0,,67268,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/Advanced Materials - 2024 - Shen - Atomic Engineering of Single‐Atom Nanozymes for Biomedical Applications.pdf,4 纳米材料的纳米医学应用,59beafb4f2f3f5e5663e424d6431c83bdbfb9d9dce8dc06ed55341c6169117bf,0,,188539,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/Aggregate - 2026 - Liu - The Marriage of Metal Nanoclusters With Reticular Frameworks  Synthetic Strategies and Biomedical.pdf,4 纳米材料的纳米医学应用,4b2807e50bda98a594d766621e3ba4a7db67bda61b14d6891c010dd72b055c8f,0,,152808,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/Aggregate - 2026 - Sun - Iso‐Nanozymes of Atomically Precise Copper Nanoclusters.pdf,4 纳米材料的纳米医学应用,fe5ebb8cc2c61c3b7ca46906ed229506e05de041742d5210b1f637c0896bce67,0,,53734,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/Angew Chem Int Ed - 2016 - Tang - Tailoring Renal Clearance and Tumor Targeting of Ultrasmall Metal Nanoparticles with.pdf,4 纳米材料的纳米医学应用,1a615aa1a104d2ae98125f7aeb886023f18533d981e0f875d181a27ffafa27a2,0,,28033,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/Angew Chem Int Ed - 2017 - Xu - Dose Dependencies and Biocompatibility of Renal Clearable Gold Nanoparticles  From Mice to.pdf,4 纳米材料的纳米医学应用,3e810997a6775cdefea89d3295ea28f6ee5bae0f4c7e2c7654f9ef96579ed761,0,,29568,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/Angew Chem Int Ed - 2020 - Song - A New Class of NIR‐II Gold Nanocluster‐Based Protein Biolabels for In Vivo Tumor‐Targeted.pdf,4 纳米材料的纳米医学应用,1dda362e8ab821b80e8246a5efe9c53ba165a2ca09e4543b6974f26ddfb5cca9,0,,36860,cached,nanomaterial,1,other,0,1
4 纳米材料的纳米医学应用/Angew Chem Int Ed - 2021 - Tan - Enhanced Ultrasound Contrast of Renal‐Clearable Luminescent Gold Nanoparticles.pdf,4 纳米材料的纳米医学应用,ed76872166421d8daa2f21358759673388f5b08bc588badeb1917a2fb0f5cc46,0,,24675,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/Angewandte Chemie - 2013 - Liu - PEGylation and Zwitterionization  Pros and Cons in the Renal Clearance and Tumor Targeting.pdf,4 纳米材料的纳米医学应用,2f17d7b31e0febf72501a8813d19656775eb9d6b4f2cb638ec270b7d0c7fea8b,0,,26539,cached,nanomaterial,0,antioxidant,0,0
4 纳米材料的纳米医学应用/Angewandte Chemie - 2025 - Ahrari - Blood Retention and Kidney Clearance of Renal‐Clearable Gold Nanoparticles Strongly.pdf,4 纳米材料的纳米医学应用,8e72efc193466aed2db484dc87e09f11f48f5480fc68f7da45c4125bd37f42f0,0,,35358,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/Atom-precise coinage metal nanoclusters for near-infrared emission excited-state dynamics and mechanisms.pdf,4 纳米材料的纳米医学应用,79b97843024dede225aeab6ccfd6795348b598b0e0beaa9aee1c7150ed080f6a,0,24,0,empty,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/atomically-precise-metal-nanoclusters-emerging-materials-for-near-infrared-ii-photoluminescence.pdf,4 纳米材料的纳米医学应用,d103107be0365a5dbb543da5bbd981a810037e458773e1c0095fcf73580a4979,0,,55248,cached,nanomaterial,1,other,1,0
4 纳米材料的纳米医学应用/c5cs00607d.pdf,4 纳米材料的纳米医学应用,4dd675a01b655ad40fed69c49d2d764e4a99bf85cd38ead9c9c4419511fa02b5,0,,145464,cached,nanomaterial,1,other,1,0
4 纳米材料的纳米医学应用/c9dt01395d.pdf,4 纳米材料的纳米医学应用,fac47cd29fd5c8a66b20801eebf95714aa9af6e500849f125d5254729b4a49f6,0,,39126,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/Can-nanozymes-achieve-more-than-enzymes.pdf,4 纳米材料的纳米医学应用,afb6047d9ed672593d80a5ec61fc960a4cb0c70f774914d0271f9de1ab54c8d3,0,,104179,cached,nanomaterial,1,antioxidant,0,0
4 纳米材料的纳米医学应用/Chemistry A European J - 2026 - Zhang - An Au25 Nanocluster‐Based Electrochemical Biosensor for Profenofos Detection With.pdf,4 纳米材料的纳米医学应用,164ad521bc7df5b58cbc455138b3969ec26f9ae97345cde5d6ae32adabbcf3c2,0,,40149,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/d1ra01410b.pdf,4 纳米材料的纳米医学应用,f3e399a50b31370afb8146465ca2e161798a6701ca05f59655b12a416560705d,0,,38083,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/d2qm01125e.pdf,4 纳米材料的纳米医学应用,870482a0e8ff84dda21b06bfdb9560b210a2e73014815aee8dec51af09d2f080,0,,37065,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/d2sc05729h.pdf,4 纳米材料的纳米医学应用,372882a58b0371a81a9a7be3128e0bfbb1ecdeabb9de8c33fe40254fae198d91,0,,48878,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/d4ra00931b.pdf,4 纳米材料的纳米医学应用,cb05e7b9549194827de0dc6d5e0749b05ac85b603d2299de006bc3a36c997078,0,,97224,cached,nanomaterial,1,other,1,0
4 纳米材料的纳米医学应用/detecting-interactions-between-nanomaterials-and-cell-membranes-by-synthetic-nanopores.pdf,4 纳米材料的纳米医学应用,b384074d9437216b1271db826987ad2a86f1ecdcd3aaac6fef5e4e14dd86147d,0,,49352,cached,nanomaterial,0,amyloid,0,0
4 纳米材料的纳米医学应用/From nature to industry_ Harnessing enzymes for biocatalysis(科研通-ablesci.com) (1).pdf,4 纳米材料的纳米医学应用,a8eb6ff622e5ccebab65ad2782687bf1372ec1f15ef79f426c904341d2b0735b,0,,86696,cached,biologic,0,other,0,0
4 纳米材料的纳米医学应用/he2020.pdf,4 纳米材料的纳米医学应用,5dcdc4ff460d08d8672ea5e24a65ff80f66c2a810972b9f03f257cb767c60aa6,0,,8301,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/highly-stable-pyrimidine-based-luminescent-copper-nanoclusters-with-superoxide-dismutase-mimetic-and-nitric-oxide.pdf,4 纳米材料的纳米医学应用,33d85125afc8a5034230c0886d6854c97ed0132e0e2a48b72e47873bef0391c2,0,,42626,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/liu-et-al-2020-targeting-microglia-for-therapy-of-parkinson-s-disease-by-using-biomimetic-ultrasmall-nanoparticles.pdf,4 纳米材料的纳米医学应用,30d72638aa854c7c160404e182d5a2722c65e887468bf6907cb362508c26567d,0,,61894,cached,nanomaterial,0,neuroinflammation;antioxidant,1,0
4 纳米材料的纳米医学应用/liu-et-al-2023-doped-graphene-to-mimic-the-bacterial-nadh-oxidase-for-one-step-nad-supplementation-in-mammals (1).pdf,4 纳米材料的纳米医学应用,9479fbd8cf5813e69035c6278fba5fbd41440fbc6123a407f6e7f029dc024894,0,,67793,cached,nanomaterial,0,antioxidant,1,0
4 纳米材料的纳米医学应用/modulating-catalytic-activity-and-stability-of-atomically-precise-gold-nanoclusters-as-peroxidase-mimics-via-ligand.pdf,4 纳米材料的纳米医学应用,c5531c04aab8e93fc3a02610c4251b75f15253a41d3154c5130f87f7675768ba,0,,48464,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/nanozymes-classification-catalytic-mechanisms-activity-regulation-and-applications.pdf,4 纳米材料的纳米医学应用,9949e134eceb770fd199fcb9ae752874d01f90933f05a3e603b5eeaedc99d763,0,,322130,cached,nanomaterial,0,antioxidant,0,1
4 纳米材料的纳米医学应用/nanozymes-inspired-by-natural-enzymes.pdf,4 纳米材料的纳米医学应用,8166bafd31ab7cefb0340eaf3e5ab5c89946a790661e5512115aaae0ce31316c,0,,73416,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/nnano.2017.170.pdf,4 纳米材料的纳米医学应用,f5d57802e896670d10d5b11928a5157b77083f9338105fa2bf330c9d685455c0,0,,56058,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/s00216-020-03056-y.pdf,4 纳米材料的纳米医学应用,f393c5e3b09dfadec37be7258d4af81071a7aceae151b8a765bbfa8245e823b7,0,,27707,cached,nanomaterial,1,antioxidant,0,0
4 纳米材料的纳米医学应用/s12668-024-01430-z.pdf,4 纳米材料的纳米医学应用,f9976a1b6ed6d60942fbf61972c93f751c2552ff8fe10ad5f2bfa94935ab03fa,0,,66610,cached,nanomaterial,0,gut_microbiome;antioxidant,0,0
4 纳米材料的纳米医学应用/s41467-020-20275-0 .pdf,4 纳米材料的纳米医学应用,003581b1b67f5bf1e05d3746f8fab1ffb4b2a01da183754208e92217950f522a,0,,85492,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/s41467-023-43870-3.pdf,4 纳米材料的纳米医学应用,2cceeffdeab1b47d65bc52daa49e4521ff1426c6abab86f4ec86a7dafc0c785d,0,,86752,cached,nanomaterial,0,antioxidant,0,0
4 纳米材料的纳米医学应用/s41467-024-52684-w.pdf,4 纳米材料的纳米医学应用,e75aa8dad9b9886fde1d85976dc7646d55b8ef1273ffb89547582eedf9526d29,0,,99886,cached,nanomaterial,1,antioxidant,0,0
4 纳米材料的纳米医学应用/s41578-024-00695-w.pdf,4 纳米材料的纳米医学应用,a8bce6d7eeea30a7768f473a6aafb753534b588271a9d0f7aef86fd898353303,0,,147674,cached,nanomaterial,0,other,0,0
4 纳米材料的纳米医学应用/sciadv.adh7828 (1).pdf,4 纳米材料的纳米医学应用,98b1bf097631c988092f823b36448c2ceca5d4dcc6880dce8e97dc49f74cd86e,0,,92569,cached,nanomaterial,1,antioxidant,1,0
4 纳米材料的纳米医学应用/science.adk6628.pdf,4 纳米材料的纳米医学应用,e7aad3d752c59200479ba3cdcff9c75383e51897faafca8179aa471abf01fea1,0,,26693,cached,nanomaterial,1,other,1,0
4 纳米材料的纳米医学应用/shaping-nir-ii-emission-the-role-of-surface-chemistry-and-environment-in-gold-nanoclusters.pdf,4 纳米材料的纳米医学应用,cec4f0e0f91cd1ab4ca2fd0ad01963db91c5309f2a668f3f6421ba7a57ff4d9d,0,,63605,cached,nanomaterial,1,neuroinflammation,0,0
4 纳米材料的纳米医学应用/Small - 2016 - Liu - Tailoring Enzyme‐Like Activities of Gold Nanoclusters by Polymeric Tertiary Amines for Protecting.pdf,4 纳米材料的纳米医学应用,2d51117aaa31166ee3bfbcdd0d1be11c1966f81cf3b797c6f573cdfdbc333512,0,,50585,cached,nanomaterial,1,antioxidant,0,0
4 纳米材料的纳米医学应用/srep39157.pdf,4 纳米材料的纳米医学应用,df06fe8ad99e817c531f5e33e3a07acce02d008946bf9dc560694a0aff35d09c,0,,27398,cached,nanomaterial,1,other,1,0
4 纳米材料的纳米医学应用/ultrasmall-coinage-metal-nanoclusters-as-promising-theranostic-probes-for-biomedical-applications.pdf,4 纳米材料的纳米医学应用,292543146188a90472eb60ff3071706c69c7e0b766d3ba0d627ea37769a54595,0,,110701,cached,nanomaterial,1,other,1,0
4 纳米材料的纳米医学应用/ultrasmall-platinum-nanoclusters-modulating-dysregulated-reactive-oxide-species-and-immunity-for-psoriasis-therapy-and.pdf,4 纳米材料的纳米医学应用,e3035c816e9933472c61d64c7af37d2a0a0e33f6b48de7d4c5495d9594c64bcc,0,,74952,cached,nanomaterial,1,antioxidant,1,1
4 纳米材料的纳米医学应用/v04p0142.pdf,4 纳米材料的纳米医学应用,0809ef3179658c14483c6abbbfa3dad39b85005261a4c7c98df905d7fabcf91c,0,,50934,cached,nanomaterial,1,other,0,0
4 纳米材料的纳米医学应用/weak-interaction-tailored-catalytic-interface-of-ultrasmall-gold-nanoclusters-as-enzyme-mimics-for-enhanced.pdf,4 纳米材料的纳米医学应用,e947c70c46ed7a2bda8f1c7cb178f04d216d213e336423aa33425f57775c6874,0,,51937,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/1-s2.0-S0021979719309105-main.pdf,5 纳米材料抗菌,07e6afebfa6a6b428afab43782ad1e7ea30e568146afc4c0830048985a7dc844,0,,46193,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/1-s2.0-S0144861720311462-main.pdf,5 纳米材料抗菌,e84d0783ceb2d9031e54ea1a3c2bf514db5bdb1bd3ecd5afed2ec545c015b713,0,,71557,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/1-s2.0-S0257897217304656-main.pdf,5 纳米材料抗菌,22f401bcd91da58d91d1f9f8b34fbd30786eab61b9a87d62c5cd51fd3d1148bf,0,,45982,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/1-s2.0-S092777652100062X-main.pdf,5 纳米材料抗菌,dd219c1256e47668b071c88797670617147126e3c4184fd0398e2898a8b01b73,0,,44589,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/1-s2.0-S1385894720337116-main.pdf,5 纳米材料抗菌,b42bc90abcaf1e209938ed3ea139a7d990d5a1f9beb804a7e7f28c20cb69036e,0,,60083,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/1-s2.0-S2468519423000034-main.pdf,5 纳米材料抗菌,8c8811592e547a9bcc68ed8ed2d69612712998d308e9e6f2ad623fa748041e4c,0,,58467,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/1-s2.0-S2590006424005003-main.pdf,5 纳米材料抗菌,ea601b10eda6315249c9f9e10cebb22c2097b92397cb935d4ed9973692b14c81,0,,88716,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/activating-a-silver-lipoate-nanocluster-with-a-penicillin-backbone-induces-a-synergistic-effect-against-s-aureus-biofilm.pdf,5 纳米材料抗菌,cdda5a139e561b62c90a4fcd75a24dc3842f630f23d95ca6eae2b5fa3aa301a0,0,,37058,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/am20133.pdf,5 纳米材料抗菌,960a3c6a24483880997e6ab35ab8a8b21dc8afbd5c6d8cd6cd33d3f22a97bc18,0,,50758,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/antibacterial-activity-of-dna-stabilized-silver-nanoclusters-tuned-by-oligonucleotide-sequence.pdf,5 纳米材料抗菌,478700a07a5bd0ecc27270f7ef368b8431adbae477b7a61c0d701ab9326fd296,0,,40714,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/antimicrobial-thin-film-composite-membranes-with-chemically-decorated-ultrasmall-silver-nanoclusters.pdf,5 纳米材料抗菌,2508621cda5b2286207b655d0046e1ea9931f8592029fbd427104caa472f3c70,0,,43833,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/aptamer-functionalized-dna-silver-nanocluster-nanofilm-for-visual-detection-and-elimination-of-bacteria.pdf,5 纳米材料抗菌,a1dc172c41c191ce1aedccf4d8e5b63638f2a2cb5f11302deda588d09c81ceb3,0,,40605,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/bactericidal-effect-of-5-mercapto-2-nitrobenzoic-acid-coated-silver-nanoclusters-against-multidrug-resistant-neisseria.pdf,5 纳米材料抗菌,d82a81af77756a86da3a5af84b8659661f31ad4c7f945e6d0df1b7816ed52db5,0,,61387,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/c6bm00717a.pdf,5 纳米材料抗菌,c289351b768d0c6a12210a4b3aea0a5193aa206efd0fa28998cd36e1a5acfcbe,0,,48719,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/ChemNanoMat - 2022 - Uroro - Biocompatible Polycationic Silver Nanocluster‐Impregnated PLGA Nanocomposites with Potent.pdf,5 纳米材料抗菌,1bdbb1db59f3ac092a63bb8ecd0ce39cd7e064bb82fdb90f6877cb8218caaf83,0,,45541,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/chiral-nanoclusters-as-alternative-therapeutic-strategies-to-confront-the-health-threat-from-antibiotic-resistant.pdf,5 纳米材料抗菌,4cc70048e835f382f7975694ea48053b1bf1598e198ca14133f65ee9a2506f3b,0,,60722,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/d0tb00073f.pdf,5 纳米材料抗菌,3312008fd1cd78fafbacf44953e70e73b400aca42c20cabd2536a09454378f49,0,,24302,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/d0tb02267e.pdf,5 纳米材料抗菌,68c45745e815beec12b21fcd9d250240fa8b34ab64ba8527564cad2673fa6e19,0,,34939,cached,nanomaterial,1,other,0,0
